"id","year","code_alt","cult_land","forest_land","kw_machinery","workers","earn"
250,2019,2,19.91,0.22,337,1,13.585
250,2020,2,19.91,0.22,337,1,19.129
251,2015,3,6.91,0.23,146,1.82,29.48
251,2016,3,6.91,0.23,146,1.85,17.802
251,2017,3,6.91,0.23,538,1.85,20.984
251,2018,3,6.91,0.23,538,1.82,29.971
251,2019,3,6.91,0.23,538,1.82,37.713
251,2020,3,6.91,0.23,538,1.82,20.99
252,2015,2,15.78,0,125,1.67,38.226
252,2016,2,15.78,0,125,2,43.314
252,2017,2,15.78,0,125,1.91,54.59
252,2018,2,15.78,0,125,1.73,54.596
252,2019,2,15.78,0,125,1.45,59.206
252,2020,2,15.78,0,125,1.73,49.529
253,2015,1,8.4,0,59,0.93,38.083
253,2016,1,8.4,0,59,0.55,0.845
253,2017,1,8.4,0,59,0.55,2.322
253,2018,1,8.4,0,59,0.91,5.133
253,2019,1,8.4,0,59,0.73,10.039
253,2020,1,8.4,0,59,1,13.358
254,2015,2,10.14,0,81,0.82,42.511
254,2016,2,10.14,0,135,0.91,44.235
254,2017,2,10.14,0,135,0.91,42.12
254,2018,2,10.14,0,135,0.91,29.415
254,2019,2,6.49,0,135,0.91,57.434
254,2020,2,6.49,0,135,0.55,32.8
255,2015,2,103.88,0,324,2.73,124.109
255,2016,2,103.88,0,324,2.36,114.703
255,2017,2,103.88,0,324,2.82,114.892
255,2018,2,103.88,0,324,3.65,155.788
255,2019,2,103.88,0,324,3.65,129.692
255,2020,2,103.88,0,324,3.65,158.304
256,2015,2,8.91,0.73,66,1.09,18.861
256,2016,2,8.91,0.73,66,1.09,9.902
256,2017,2,8.91,0.73,66,1.09,20.723
256,2018,2,8.91,0.73,66,1.09,16.605
256,2019,2,8.91,0.73,66,1.09,4.133
256,2020,2,8.91,0.73,66,1.09,16.14
257,2015,2,11.88,0,114,1.64,42.625
257,2016,2,11.88,0,114,1.82,172.032
257,2017,2,11.88,0,114,1.82,113.781
257,2018,2,11.88,0,114,1.82,35.995
257,2019,2,11.88,0,114,1.82,48.948
257,2020,2,11.88,0,114,1.82,95.143
258,2015,2,3.87,10.25,99,1.64,5.416
258,2016,2,5.37,10.25,99,1.82,97.381
258,2017,2,5.37,10.25,99,1.82,106.49
258,2018,2,5.37,10.25,99,1.82,120.654
258,2019,2,5.18,10.25,99,1.82,80.231
258,2020,2,5.18,10.25,99,1.91,67.69
259,2015,1,96.96,1.96,72,1.11,31.158
259,2016,1,96.96,1.96,72,1.82,39.211
259,2017,1,96.96,1.96,72,1.45,29.571
259,2018,1,96.96,1.96,72,1.56,56.875
259,2019,1,66.05,1.96,72,1.2,41.897
259,2020,1,66.05,1.96,72,1.56,46.256
260,2015,2,9.51,2.42,80,2.36,131.168
260,2016,2,9.51,2.42,80,2.73,112.108
260,2017,2,9.51,2.42,80,2.73,146.47
260,2018,2,9.51,2.42,80,2.73,181.089
260,2019,2,9.51,2.42,80,2.73,159.534
260,2020,2,9.51,2.42,80,2.73,116.435
261,2015,2,8.21,0,165,1,5.085
261,2016,2,5.21,0,165,1,17.49
261,2017,2,5.21,0,165,1,13.712
261,2018,2,5.21,0,165,1,11.898
261,2019,2,5.21,0,165,1,14.196
261,2020,2,5.21,0,165,1,13.33
262,2015,1,19.5,0,187,1.35,98.071
262,2016,1,18.6,0,187,1.47,76.686
262,2017,1,18.6,0,187,1.49,89.159
262,2018,1,18.6,0,187,1.65,102.28
262,2019,1,22.6,0,187,1.73,108.463
262,2020,1,22.6,0,187,1.55,89.235
263,2015,2,3.3,0,59,1.2,10.151
263,2016,2,3.3,0,59,1.27,4.492
263,2017,2,3.3,0,59,1.27,21.895
263,2018,2,3.3,0,59,1.27,10.609
263,2019,2,3.3,0,59,1.23,12.25
263,2020,2,3.3,0,59,1.09,13.488
264,2015,2,4.03,0,68,2.25,4.119
264,2016,2,4.03,0,68,1.82,13.19
264,2017,2,4.03,0,68,1.91,17.654
264,2018,2,4.03,0,127,1.91,5.656
264,2019,2,4.03,0,127,2.45,3.017
264,2020,2,4.03,0,127,2.73,4.434
265,2015,2,3.42,0,51,1.25,1.692
265,2016,2,3.42,0,51,1.05,10.504
265,2017,2,3.42,0,51,0.79,25.66
265,2018,2,4.72,0,51,1.22,14.75
265,2019,2,4.72,0,51,1.22,21.116
265,2020,2,4.72,0,51,1.09,24.631
266,2015,2,11.7,0,390,1.02,28.136
266,2016,2,13.2,0,390,1.36,34.347
266,2017,2,13.2,0,390,2,90.926
266,2018,2,13.2,0,390,1.76,52.924
266,2019,2,13.2,0,390,1.87,66.676
266,2020,2,13.2,0,390,1.64,46.65
267,2015,2,33.76,0,280,1.18,37.569
267,2016,2,33.76,0,280,1.18,48.276
267,2017,2,33.76,0,280,1.18,30.929
267,2018,2,33.76,0,280,1.45,37.883
267,2019,2,33.76,0,280,1.3,36.059
267,2020,2,33.76,0,280,1.36,30.467
268,2015,2,2.5,0,47,1,9.98
268,2016,2,2.38,0,93,0.91,5.595
268,2017,2,2.38,0,86,1,7.626
268,2018,2,2.38,0,86,0.91,5.216
268,2019,2,2.38,0,86,0.91,6.251
268,2020,2,2.38,0,86,0.91,6.805
269,2015,2,1.93,0,74,0.64,8.536
269,2016,2,1.93,0,74,0.45,8.83
269,2017,2,1.93,0,125,0.59,7.997
269,2018,2,1.93,0,92,1,5.338
269,2019,2,1.93,0,92,1.38,6.482
269,2020,2,1.93,0,92,0.91,7.422
270,2015,2,15.15,0.51,158,1,11.052
270,2016,2,15.15,0.51,158,1,10.837
270,2017,2,15.15,0.51,158,1,12.575
270,2018,2,19.15,0.51,158,0.91,14.2
270,2019,2,19.15,0.51,158,0.91,11.706
270,2020,2,19.15,0.51,158,0.91,13.018
271,2015,2,13.5,0,235,1.15,15.276
271,2016,2,13.5,0,235,1.15,16.447
271,2017,2,13.5,0,235,1.15,12.07
271,2018,2,12.2,0,235,1.33,2.666
271,2019,2,12.2,0,235,1.64,15.521
271,2020,2,13.5,0,235,1.91,13.274
272,2015,2,11.65,0,140,0.91,10.748
272,2016,2,11.65,0,140,0.84,5.299
272,2017,2,11.65,0,140,0.84,13.537
272,2018,2,11.65,0,140,1,11.601
272,2019,2,11.65,0,140,1,8.301
272,2020,2,11.65,0,140,1.14,16.972
273,2015,2,12.87,0,44,0.91,38.091
273,2016,2,10.87,0,107,0.75,258.841
273,2017,2,10.87,0,107,0.91,86.936
273,2018,2,13.37,0,107,0.82,34.093
273,2019,2,13.37,0,107,0.91,108.618
273,2020,2,13.37,0,107,1.45,54.027
274,2015,2,5.88,0.8,145,1,4.687
274,2016,2,5.66,0.8,145,0.82,5.408
274,2017,2,5.66,0.8,145,0.95,10.383
274,2018,2,5.66,0.8,145,0.91,5.791
274,2019,2,5.66,0.8,145,0.57,2.729
274,2020,2,5.66,0.8,145,0.97,8.408
275,2015,2,8.3,0,132,1,17.63
275,2016,2,5.8,0,132,1,17.076
275,2017,2,5.8,0,132,1,19.414
275,2018,2,8.89,0,132,1.73,16.912
275,2019,2,8.89,0,132,1.64,25.917
275,2020,2,8.89,0,132,1.44,18.981
276,2015,2,13.5,0,188,1.64,12.631
276,2016,2,13.5,0,188,2.44,38.247
276,2017,2,13.5,0,188,2.91,9.99
276,2018,2,14.5,0,188,2.45,56.905
276,2019,2,14.5,0,188,1.44,59.958
276,2020,2,14.5,0,188,1.23,41.86
277,2015,2,14.24,0,441,0.91,54.094
277,2016,2,14.24,0,441,0.98,37.876
277,2017,2,14.24,0,441,1,59.389
277,2018,2,14.24,0,441,1,3.208
277,2019,2,14.24,0,441,0.91,33.951
277,2020,2,14.24,0,441,0.91,35.677
278,2015,2,8.1,0,221,0.91,23.249
278,2016,2,8.28,0,309,0.91,21.429
278,2017,2,8.28,0,309,1,15.119
278,2018,2,8.28,0,390,1,28.175
278,2019,2,7.95,0,390,1,21.302
278,2020,2,7.95,0,390,1,22.218
279,2015,2,5.79,0,76,0.45,7.753
279,2016,2,5.79,0,76,0.68,4.618
279,2017,2,5.79,0,76,0.68,11.741
279,2018,2,5.79,0,76,0.64,11.16
279,2019,2,5.79,0,76,0.5,13.972
279,2020,2,5.79,0,76,0.73,8.016
280,2015,2,3.62,0,51,1.27,1.976
280,2016,2,3.62,0,51,1.36,1.326
280,2017,2,3.62,0,51,1.27,3.404
280,2018,2,3.62,0,51,1.27,5.202
280,2019,2,3.62,0,51,1.27,6.397
280,2020,2,3.62,0,51,1.27,6.757
281,2015,2,2.27,0,74,0.91,2.402
281,2016,2,4.14,0,74,1.27,2.227
281,2017,2,4.14,0,74,0.91,2.238
281,2018,2,4.14,0,74,0.91,3.203
281,2019,2,4.14,0,74,1.27,3.688
281,2020,2,4.14,0,74,1.27,3.814
282,2015,2,11.05,0,173,1.27,7.662
282,2016,2,11.05,0,173,1.36,0.721
282,2017,2,11.05,0,173,1.27,10.719
282,2018,2,11.05,0,173,1.27,19.27
282,2019,2,11.05,0,173,1.27,20.636
282,2020,2,12.75,0,173,1.27,35.118
283,2015,2,0.54,0,59,1.85,18.073
283,2016,2,0.54,0,59,2.36,25.225
283,2017,2,0.54,0,59,2.44,30.996
283,2018,2,0.54,0,59,2.73,20.425
283,2019,2,0.54,0,59,2.62,27.692
283,2020,2,0.54,0,59,1.53,3.267
284,2015,2,9.22,0,26,1.27,2.2
284,2016,2,9.22,0,26,0.91,2.776
284,2017,2,9.22,0,26,1.27,3.511
284,2018,2,9.22,0,26,1.35,1.787
284,2019,2,9.22,0,26,1.45,3.728
284,2020,2,9.22,0,26,1.64,4.011
285,2015,2,8.07,0,189,1.18,6.137
285,2016,2,8.07,0,189,1.05,2.151
285,2017,2,8.07,0,189,1.09,5.595
285,2018,2,8.07,0,189,1.45,9.181
285,2019,2,8.07,0,189,2,11.774
285,2020,2,8.07,0,189,1.64,9.955
286,2015,2,2.02,0,60,0.73,4.158
286,2016,2,2.02,0,60,0.58,2.896
286,2017,2,2.02,0,60,0.49,3.325
286,2018,2,2.02,0,60,0.57,4.308
286,2019,2,2.02,0,60,0.76,4.116
286,2020,2,2.02,0,60,0.41,1.569
287,2015,2,3.01,0.32,88,0.65,5.971
287,2016,2,3.01,0.32,88,0.62,5.932
287,2017,2,3.01,0.32,88,0.67,5.671
287,2018,2,5.29,0.32,88,0.58,6.97
287,2019,2,3.01,0.32,88,0.65,9.101
287,2020,2,3.01,0.32,88,0.71,6.251
288,2015,2,7.83,0,186,1.82,7.256
288,2016,2,7.83,0,186,1.82,14.864
288,2017,2,7.83,0,186,1.82,23.681
288,2018,2,7.83,0,186,1.82,30.245
288,2019,2,7.83,0,186,2,28.75
288,2020,2,7.83,0,186,1.65,21.811
289,2015,2,9.63,0,124,1.18,7.206
289,2016,2,9.63,0,124,1.22,9.813
289,2017,2,9.63,0,124,1.36,14.421
289,2018,2,9.63,0,124,1.44,17.475
289,2019,2,9.24,0,124,1.27,7.278
289,2020,2,9.24,0,124,1.27,11.644
290,2015,2,34.94,0,210,1,8.736
290,2016,2,34.94,0,210,1,15.83
290,2017,2,69.27,0,210,1,17.765
290,2018,2,69.27,0,210,0.73,45.542
290,2019,2,69.27,0,210,0.73,36.745
290,2020,2,69.27,0,210,0.73,43.603
291,2015,1,143.5,0,81,1,28.148
291,2016,1,143.5,0,81,1,29.054
291,2017,1,168.65,0,81,1,11.11
291,2018,1,96.15,45,81,1,20.836
291,2019,1,87.9,45,81,1,28.922
291,2020,1,87.9,45,81,1.76,36.812
292,2015,2,13.72,0,99,2.02,66.709
292,2016,2,13.72,0,99,2.2,66.641
292,2017,2,13.72,0,166,2.47,56.837
292,2018,2,13.72,0,166,2.51,45.3
292,2019,2,13.72,0,166,2.53,42.976
292,2020,2,13.72,0,246,2.43,55.216
293,2015,2,8.17,0,114,0.73,10.28
293,2016,2,7.31,0,114,0.73,0.108
293,2017,2,7.31,0,114,0.73,19.656
293,2018,2,7.31,0,176,1.09,11.728
293,2019,2,7.31,0,176,0.91,11.575
293,2020,2,7.31,0,176,0.8,3.655
294,2015,2,12.07,0,164,1.86,10.471
294,2016,2,12.07,0,164,1.7,1.338
294,2017,2,12.07,0,164,1.55,0.708
294,2018,2,12.07,0,164,0.6,3.624
294,2019,2,12.07,0,164,1.09,3.745
294,2020,2,12.07,0,164,1.36,6.989
295,2015,2,4.87,0,107,0.41,4.152
295,2016,2,4.87,0,107,0.41,5.989
295,2017,2,4.87,0,107,0.58,7.177
295,2018,2,4.87,0,107,0.45,10.847
295,2019,2,4.87,0,107,0.45,9.748
295,2020,2,4.87,0,107,0.73,6.721
296,2015,2,5.41,0,61,0.91,11.112
296,2016,2,5.41,0,61,0.91,1.636
296,2017,2,5.41,0,210,0.91,11.959
296,2018,2,5.41,0,210,0.91,12.849
296,2019,2,4.75,0,210,1.27,8.313
296,2020,2,4.75,0,210,1.09,10.577
297,2015,2,19,0,169,2.73,34.05
297,2016,2,19,0,169,1.82,48.634
297,2017,2,19,0,169,1.82,19.751
297,2018,2,19,0,169,1.45,7.567
297,2019,2,18.97,0,169,2.14,24.717
297,2020,2,18.97,0,169,2.2,36.136
298,2015,2,3.59,0,163,0.91,7.542
298,2016,2,3.59,0,163,0.91,7.111
298,2017,2,3.59,0,156,0.91,10.802
298,2018,2,3.4,0,156,0.91,7.263
298,2019,2,3.4,0,156,0.91,0.548
298,2020,2,3.66,0,156,1.13,3.764
299,2015,2,6.24,0,44,2.27,11.02
299,2016,2,6.24,0,44,2.27,18.859
299,2017,2,4.82,0,44,1.82,14.289
299,2018,2,11.56,0,44,2.09,47.382
299,2019,2,11.81,0,44,1.24,23.661
299,2020,2,11.81,0,44,1.24,39.961
300,2015,2,5.41,1.12,107,1.45,8.468
300,2016,2,5.41,1.12,107,1.45,6.867
300,2017,2,5.41,1.12,107,1.36,12.644
300,2018,2,5.41,1.12,107,1.36,15.931
300,2019,2,5.41,1.12,107,0.99,6.237
300,2020,2,5.41,1.12,107,1.22,10.396
301,2015,2,2.07,0,81,1.8,5.918
301,2016,2,2.07,0,81,1.36,5.543
301,2017,2,2.07,0,81,1.36,8.218
301,2018,2,2.07,0,81,1.36,11.56
301,2019,2,2.07,0,132,1.43,52.782
301,2020,2,2.07,0,132,1.87,30.678
302,2015,2,4.08,0,77,0.91,10.273
302,2016,2,3.26,0,77,0.91,7.474
302,2017,2,4.08,0,77,0.91,9.36
302,2018,2,3.26,0,77,0.91,2.169
302,2019,2,3.21,0,77,0.8,1.119
302,2020,2,3.21,0,77,0.91,4.686
303,2015,2,3.36,0.32,99,1.36,7.266
303,2016,2,2.88,0.32,99,1.36,1.387
303,2017,2,2.88,0.32,99,0.91,8.316
303,2018,2,2.88,0.32,99,1.45,5.343
303,2019,2,2.88,0.32,99,0.87,7.694
303,2020,2,2.88,0.32,99,1.09,7.075
304,2015,2,5.5,0,158,0.84,7.884
304,2016,2,5.5,0,158,0.84,11.82
304,2017,2,5.5,0,219,1.36,5.931
304,2018,2,5.5,0,219,1.36,5.547
304,2019,2,5.75,0,219,1.42,5.103
304,2020,2,5.75,0,219,1.2,5.461
305,2015,2,4.03,0,59,1.14,15.931
305,2016,2,4.03,0,59,1.15,11.961
305,2017,2,7.2,0,59,0.91,32.365
305,2018,2,7.2,0,59,1.42,41.082
305,2019,2,7.2,0,59,1.73,29.078
305,2020,2,21.5,0,59,0.55,160.692
306,2015,2,50.69,0,349,1.82,33.139
306,2016,2,50.69,0,423,1.46,130.306
306,2017,2,50.69,0,423,1.82,57.169
306,2018,2,47.25,0,423,1.73,82.227
306,2019,2,47.25,0,423,1.91,131.636
306,2020,2,50.45,0,423,1.91,114.281
307,2015,1,0.1,0,74,1.48,38.598
307,2016,1,0.1,0,74,1.45,58.608
307,2017,1,1.92,0,74,1.48,89.117
307,2018,1,1.92,0,74,1.48,63.984
307,2019,1,1.92,0,74,1.45,66.298
307,2020,1,1.92,0,74,1.45,63.408
308,2015,2,4.55,0,65,1.69,31.944
308,2016,2,4.46,0,65,1.67,17.148
308,2017,2,3.95,0,65,1.82,17.044
308,2018,2,4.33,0,65,1.82,114.352
308,2019,2,5.86,0,65,1.73,27.112
308,2020,2,5.95,0,65,1.73,63.983
309,2015,2,31.41,0,184,0.91,6.293
309,2016,2,31.41,0,184,0.91,11.625
309,2017,2,31.71,0,184,0.91,2.669
309,2018,2,31.71,0,184,0.98,3.717
309,2019,2,31.71,0,184,1,10.823
309,2020,2,23.07,0,184,1,3.11
310,2015,2,11.14,1.34,51,0.87,6.443
310,2016,2,11.69,1.34,51,0.58,5.434
310,2017,2,12.57,1.34,51,0.58,17.369
310,2018,2,12.59,1.34,51,0.58,3.666
310,2019,2,12.59,1.34,51,0.58,4.097
310,2020,2,16.19,1.34,51,0.61,6.625
311,2015,2,11.76,3.44,96,0.8,6.379
311,2016,2,11.76,3.44,96,0.62,1.475
311,2017,2,12.35,3.44,96,0.62,8.401
311,2018,2,12.35,3.44,96,0.64,4.427
311,2019,2,12.35,3.44,96,0.67,5.309
311,2020,2,12.35,3.44,96,0.69,6.816
312,2015,1,0.5,0,29,0.55,62.3
312,2016,1,0.5,0,29,0.55,11.83
312,2017,1,0.5,0,29,0.55,20.394
312,2018,1,0.5,0,29,1.13,34.095
312,2019,1,0.5,0,74,0.55,53.316
312,2020,1,0.5,0,74,0.55,39.32
313,2015,1,25.79,0,190,1.09,19.119
313,2016,1,25.79,0,190,1.09,3.363
313,2017,1,25.79,0,190,0.55,30.405
313,2018,1,25.79,0,190,0.55,36.367
313,2019,1,25.79,0,175,0.55,36.037
313,2020,1,25.79,0,175,0.55,26.052
314,2015,1,3.71,0,60,0.47,1.007
314,2016,1,3.71,0,40,0.96,4.86
314,2017,1,3.71,0,40,0.53,6.248
314,2018,1,3.71,0,40,0.43,8.224
314,2019,1,3.71,0,40,0.68,7.174
314,2020,1,3.71,0,40,0.68,6.341
315,2015,2,5.04,0,59,0.55,4.832
315,2016,2,5.04,0,59,0.44,6.627
315,2017,2,5.04,0,59,0.55,5.393
315,2018,2,5.04,0,59,0.55,4.468
315,2019,2,5.04,0,59,0.41,4.745
315,2020,2,5.04,0,59,0.58,4.071
316,2015,1,4.15,0.01,15,0.44,17.789
316,2016,1,4.15,0.01,15,0.44,12.578
316,2017,1,4.15,0.01,15,0.44,12.64
316,2018,1,4.15,0.01,15,0.44,13.847
316,2019,1,4.15,0.01,15,0.44,13.955
316,2020,1,4.15,0.01,15,0.44,18.981
317,2015,2,11.28,1.96,59,0.44,26.709
317,2016,2,11.28,1.96,59,0.44,28.93
317,2017,2,11.28,1.96,59,0.44,29.785
317,2018,2,11.28,1.96,59,0.44,20.241
317,2019,2,11.28,1.96,59,0.58,18.616
317,2020,2,11.28,1.96,59,0.58,13.468
318,2015,2,1.64,0,19,0.62,5.166
318,2016,2,1.64,0,19,0.62,2.658
318,2017,2,1.64,0,19,0.62,1.928
318,2018,2,1.64,0,19,0.62,7.798
318,2019,2,1.64,0,19,0.67,8.229
318,2020,2,1.64,0,19,0.62,5.429
319,2015,1,2.43,0,15,0.44,4.346
319,2016,1,2.43,0,15,0.44,6.974
319,2017,1,2.43,0,15,0.44,5.363
319,2018,1,2.43,0,15,0.44,7.752
319,2019,1,2.43,0,15,0.44,0.298
319,2020,1,2.43,0,15,0.58,5.791
320,2015,1,31,0,119,1,16.977
320,2016,1,31,0,119,0.73,20.041
320,2017,1,31,0,119,1,17.388
320,2018,1,31,0,119,1,21.884
320,2019,1,31,0,119,0.91,19.629
320,2020,1,31,0,119,0.82,15.578
321,2015,1,18.8,0,48,1,11.934
321,2016,1,18.8,0,48,0.73,17.773
321,2017,1,18.8,0,48,1,10.13
321,2018,1,18.8,0,48,1,13.188
321,2019,1,18.8,0,48,1,12.763
321,2020,1,18.8,0,48,1,15.914
322,2015,1,84.5,0,138,1,36.938
322,2016,1,84.5,0,138,1,32.057
322,2017,1,84.5,0,138,1,29.809
322,2018,1,84.5,0,138,1,36.295
322,2019,1,84.5,0,138,1,37.37
322,2020,1,84.5,0,138,1,31.525
323,2015,2,6.5,0.5,128,1,9.426
323,2016,2,6.5,0.5,128,0.73,4.778
323,2017,2,6.5,0.5,128,1,1.752
323,2018,2,6.5,0.5,128,1,4.978
323,2019,2,6.5,0.5,128,0.73,5.576
323,2020,2,6.5,0.5,128,0.68,7.07
324,2015,2,7.3,0,113,1,14.446
324,2016,2,7.3,0,113,0.73,13.576
324,2017,2,7.3,0,113,0.73,13.112
324,2018,2,7.3,0,113,1,13.216
324,2019,2,7.3,0,113,0.73,13.488
324,2020,2,7.3,0,113,0.82,9.893
325,2015,1,146,0,56,0.99,49.89
325,2016,1,146,0,56,1,71.607
325,2017,1,146,0,56,1,52.715
325,2018,1,146,0,56,1,43.989
325,2019,1,146,0,56,1,72.11
325,2020,1,146,0,56,1,52.513
326,2015,3,35,17,92,0.82,74.204
326,2016,3,35,17,92,1,47.768
326,2017,3,35,17,92,1,60.35
326,2018,3,35,17,92,1,69.82
326,2019,3,35,17,92,1,39.984
326,2020,3,35,17,92,1,37.249
327,2015,2,20.01,0,40,1.39,16.801
327,2016,2,20.01,0,40,1.31,15.536
327,2017,2,20.01,0,40,1.31,17.417
327,2018,2,20.01,0,40,0.73,13.344
327,2019,2,20.01,0,40,0.58,12.081
327,2020,2,20.01,0,40,0.58,13.733
328,2015,1,20,0,75,1,14.286
328,2016,1,20,0,75,0.44,5.575
328,2017,1,20,0,75,0.44,8.455
328,2018,1,20,0,75,0.44,7.425
328,2019,1,20,0,75,0.44,12.198
328,2020,1,20,0,75,0.58,13.513
329,2015,1,34,0,78,0.84,34.091
329,2016,1,34.4,0,78,1,24.474
329,2017,1,34.4,0,78,1,29.393
329,2018,1,34.4,0,78,1,26.698
329,2019,1,34.4,0,78,1,35.347
329,2020,1,34.4,0,78,1,37.82
330,2015,2,73.63,0,95,0.8,15.486
330,2016,2,73.63,0,95,0.8,4.637
330,2017,2,73.63,0,95,0.85,6.877
330,2018,2,73.63,0,95,0.8,10.042
330,2019,2,73.63,0,95,0.91,7.538
330,2020,2,73.63,0,95,0.8,1.376
331,2015,2,9.52,0,122,0.82,2.067
331,2016,2,9.52,0,122,0.73,6.181
331,2017,2,9.52,0,122,0.8,26.055
331,2018,2,8.98,0,122,0.91,30.834
331,2019,2,8.98,0,122,0.56,40.436
331,2020,2,8.98,0,122,0.62,17.338
332,2015,2,14.47,0,114,0.73,60.236
332,2016,2,14.47,0,114,1,77.831
332,2017,2,14.47,0,114,1,67.616
332,2018,2,14.47,0,114,1,15.519
332,2019,2,14.47,0,114,1,16.767
332,2020,2,14.47,0,114,1,26.562
333,2015,2,5.85,0,66,1,16.672
333,2016,2,5.85,0,66,1,19.36
333,2017,2,5.85,0,66,1,26.616
333,2018,2,5.85,0,66,1,10.179
333,2019,2,5.85,0,66,1,3.623
333,2020,2,5.85,0,66,1,77.835
334,2015,3,8.58,0,66,1.36,8.766
334,2016,3,8.58,0,66,1.45,31.874
334,2017,3,8.58,0,66,1.36,42.897
334,2018,3,8.58,0,66,1.36,46.105
334,2019,3,8.58,0,66,1.36,28.526
334,2020,3,8.58,0,66,1.36,197.303
